trail_id,user_id,venue_category
2013_2623502,131211,Law School
2013_2623502,131211,Italian Restaurant
2013_3031900,158893,Train Station
2013_3031900,158893,Train Station
2018_3835658,352889,Airport
2013_1295100,55973,Factory
2013_3785261,187742,Japanese Restaurant
2013_5289413,228016,Fried Chicken Joint
2013_4066562,194145,Platform
2013_855100,35123,Toy / Game Store
2013_901549,37223,Café
2018_1272808,66276,Coffee Shop
2018_1272808,66276,Yoga Studio
2013_2771464,141001,College Theater
2013_2771464,141001,University
2013_3009118,157226,Parking
2013_3511006,181832,Platform
2013_5547952,236503,Coffee Shop
2013_699346,28246,Bar
2013_4318053,200370,Bus Station
2013_429740,16851,Medical Center
2013_639208,25661,Bar
2013_3530609,182254,Clothing Store
2013_4202554,197477,Grocery Store
2013_4202554,197477,Grocery Store
2013_699424,28246,Light Rail Station
2013_699424,28246,Train Station
2013_876883,36094,Arts & Crafts Store
2013_876883,36094,Road
2013_4912551,216546,Office
2013_1061315,44648,Post Office
2013_1061315,44648,Bank
2013_1061315,44648,Lounge
2013_2851477,146336,College Cafeteria
2013_5527597,235825,Italian Restaurant
2013_5444498,233037,Arts & Crafts Store
2018_577587,28553,Asian Restaurant
2013_3627956,184269,Office
2013_1546773,68791,Church
2013_3726722,186447,Neighborhood
2013_3726722,186447,College Classroom
2013_3726722,186447,Park
2013_3726722,186447,College Classroom
2013_3726722,186447,Gym / Fitness Center
2013_3726722,186447,Flower Shop
2013_4853211,214821,Café
2013_4318056,200370,Café
2013_1559832,69505,Café
2013_4720986,211090,Field
2013_3082053,162456,Japanese Restaurant
2013_3082053,162456,Monument / Landmark
2013_3510994,181832,Market
2013_3510994,181832,Park
2013_5874092,247838,Bar
2013_3511024,181832,Hospital
2013_699393,28246,Salon / Barbershop
2013_699393,28246,Bank
2013_699393,28246,Drugstore
2013_699393,28246,Plaza
2013_699393,28246,Liquor Store
2013_5195398,225066,Café
2013_3785252,187742,Casino
2013_1295090,55973,Office
2013_2795951,142615,Gym
2013_2761244,140271,Korean Restaurant
2013_1714255,77636,Mexican Restaurant
2013_1625379,72844,Train Station
2013_1625379,72844,Train Station
2013_1625379,72844,Grocery Store
2013_901539,37223,Café
2018_1884229,108043,American Restaurant
2018_1323536,69961,Department Store
2013_3102389,163934,Bowling Alley
2013_347929,13558,Neighborhood
2013_2156666,102440,Market
2013_2156666,102440,Museum
2013_4349072,201140,Train Station
2013_4349072,201140,Ramen Restaurant
2018_2288363,137829,Residential Building (Apartment / Condo)
2018_3834173,352631,Breakfast Spot
2018_3834173,352631,Supermarket
2018_3834173,352631,Pharmacy
2018_3834173,352631,Sushi Restaurant
2018_3834173,352631,Shopping Mall
2013_4949080,217598,Burger Joint
2013_3627955,184269,Light Rail Station
2013_3482782,181248,Bus Station
2013_3482782,181248,Train Station
2013_1764006,80322,Medical Center
2013_3645923,184664,Dessert Shop
2013_4268210,199102,High School
2013_4202547,197477,Hospital
2013_3325328,178119,Café
2013_144229,5507,College Academic Building
2013_5438238,232842,Train Station
2013_3726756,186447,Government Building
2013_3726756,186447,Gas Station
2013_3726756,186447,Nursery School
2013_3726756,186447,Lake
2013_3726756,186447,Football Stadium
2013_638450,25628,College Lab
2013_116842,4449,Metro Station
2013_3482749,181248,Train Station
2013_3482749,181248,Train Station
2013_3482749,181248,Thai Restaurant
2013_2601593,129738,Coffee Shop
2013_4949094,217598,Train Station
2018_494076,24336,Train Station
2013_2477622,121939,Burger Joint
2013_3579209,183231,Grocery Store
2013_3579209,183231,Liquor Store
2018_2516696,158449,Mediterranean Restaurant
2013_2606473,130071,Café
2013_4720965,211090,Other Nightlife
2018_613771,30352,Coffee Shop
2013_539651,21375,College Academic Building
2013_539651,21375,College Cafeteria
2013_539651,21375,College Academic Building
2013_539651,21375,College Academic Building
2013_539651,21375,Gym Pool
2013_3726685,186447,Italian Restaurant
2013_3726685,186447,Gastropub
2013_3726685,186447,Park
2013_3726685,186447,Clothing Store
2013_3726685,186447,Residential Building (Apartment / Condo)
2013_3726685,186447,Vegetarian / Vegan Restaurant
2013_3726685,186447,Shopping Mall
2013_3726685,186447,Park
2013_3726685,186447,Café
2018_1876013,107582,Hotel
2013_2201087,105061,Bowling Alley
2013_519370,20550,Doctor's Office
2013_519370,20550,Medical School
2013_519370,20550,Restaurant
2013_901512,37223,Café
2013_5948748,250574,Miscellaneous Shop
2013_5948748,250574,Shopping Mall
2013_5948748,250574,Fried Chicken Joint
2013_996234,41595,Electronics Store
2013_996234,41595,Restaurant
2013_3506588,181740,Shopping Mall
2013_3506588,181740,Asian Restaurant
2013_3506588,181740,Cosmetics Shop
2013_3506588,181740,Grocery Store
2013_3645909,184664,Fast Food Restaurant
2013_3645909,184664,Residential Building (Apartment / Condo)
2013_3259565,175418,Café
2013_3259565,175418,Office
2013_3259565,175418,Café
2013_4766022,212350,Music Venue
2018_871758,43338,Skate Park
2013_1373919,59881,Chinese Restaurant
2013_1373919,59881,Asian Restaurant
2013_113097,4305,Office
2013_2170840,103308,Shopping Mall
2013_4189983,197170,Japanese Restaurant
2013_4529331,205825,Coffee Shop
2013_1556536,69332,History Museum
2013_5874067,247838,Café
2018_3716910,332695,Coffee Shop
2013_3277860,176795,Café
2013_766980,31245,Train Station
2013_3135824,166284,Dessert Shop
2013_4923116,216853,Gym Pool
2013_58863,2200,Furniture / Home Store
2013_430878,16903,Train Station
2013_2693694,135713,Café
2013_531548,21044,Football Stadium
2013_531548,21044,Restaurant
2013_3009121,157226,Salon / Barbershop
2013_430882,16903,Train Station
2013_430923,16903,Train Station
2013_1671452,75300,Restaurant
2013_1023719,42838,Bar
2013_5618373,238878,Post Office
2013_5618373,238878,Grocery Store
2013_5618373,238878,Café
2013_5618373,238878,Light Rail Station
2013_1859652,85536,Dumpling Restaurant
2013_4529333,205825,Café
2013_116840,4449,Office
2013_1373895,59881,Thai Restaurant
2013_2849842,146223,Breakfast Spot
2013_5589266,237890,Breakfast Spot
2013_116863,4449,Cocktail Bar
2018_863225,42854,Park
2013_5245918,226651,General Entertainment
2013_5245918,226651,Shopping Mall
2013_2719978,137466,Fried Chicken Joint
2013_2719978,137466,Neighborhood
2013_2069641,97418,Casino
2013_2977759,155044,Office
2013_6053232,254443,Gym
2013_1061310,44648,Coffee Shop
2013_1061310,44648,Pub
2013_1061310,44648,Pub
2013_1061310,44648,Pub
2013_1061310,44648,Tapas Restaurant
2013_1061310,44648,Pub
2013_295395,11440,Food Truck
2018_1719842,96700,Breakfast Spot
2013_809090,33088,Home (private)
2013_5589262,237890,Shopping Mall
2013_5589262,237890,Grocery Store
2013_5589262,237890,Farmers Market
2013_5589262,237890,Pub
2013_5589262,237890,Grocery Store
